code,description
X005,Exposicion a fuego no controlado en edificio u otra construccion: comercio y areas de servicio
X006,Exposicion a fuego no controlado en edificio u otra construccion: area industrial y de la construccion
X007,Exposicion a fuego no controlado en edificio u otra construccion: granja
X008,Exposicion a fuego no controlado en edificio u otra construccion: otro lugar especificado
X009,Exposicion a fuego no controlado en edificio u otra construccion: lugar no especificado
X010,Exposicion a fuego no controlado en lugar que no es edificio u otra construccion: vivienda
X011,Exposicion a fuego no controlado en lugar que no es edificio u otra construccion: institucion residencial
X012,"Exposicion a fuego no controlado en lugar que no es edificio u otra construccion: escuelas, otras instituciones y areas administrativas publicas"
X013,Exposicion a fuego no controlado en lugar que no es edificio u otra construccion: areas de deporte y atletismo
X014,Exposicion a fuego no controlado en lugar que no es edificio u otra construccion: calles y carreteras
X015,Exposicion a fuego no controlado en lugar que no es edificio u otra construccion: comercio y areas de servicio
X016,Exposicion a fuego no controlado en lugar que no es edificio u otra construccion: areas industrial y de la construccion
X017,Exposicion a fuego no controlado en lugar que no es edificio u otra construccion: granja
X018,Exposicion a fuego no controlado en lugar que no es edificio u otra construccion: otro lugar especificado
X019,Exposicion a fuego no controlado en lugar que no es edificio u otra construccion: lugar no especificado
X020,Exposicion a fuego controlado en edificio u otra construccion: vivienda
X021,Exposicion a fuego controlado en edificio u otra construccion: institucion residencial
X022,"Exposicion a fuego controlado en edificio u otra construccion: escuelas, otras instituciones y areas administrativas publicas"
X023,Exposicion a fuego controlado en edificio u otra construccion: areas de deporte y atletismo
X024,Exposicion a fuego controlado en edificio u otra construccion: calles y carreteras
X025,Exposicion a fuego controlado en edificio u otra construccion: comercio y area de servicio
X026,Exposicion a fuego controlado en edificio u otra construccion: area industrial y de la construccion
X027,Exposicion a fuego controlado en edificio u otra construccion: granja
X028,Exposicion a fuego controlado en edificio u otra construccion: otro lugar especificado
X029,Exposicion a fuego controlado en edificio u otra construccion: lugar no especificado
X030,Exposicion a fuego controlado en lugar que no es edificio u otra construccion: vivienda
X031,Exposicion a fuego controlado en lugar que no es edificio u otra construccion: institucion residencial
X032,"Exposicion a fuego controlado en lugar que no es edificio u otra construccion: escuelas, otras instituciones areas administrativas publicas"
X033,Exposicion a fuego controlado en lugar que no es edificio u otra construccion: areas de deporte y atletismo
X034,Exposicion a fuego controlado en lugar que no es edificio u otra construccion: calles y carreteras
X035,Exposicion a fuego controlado en lugar que no es edificio u otra construccion: comercio y areas de servicio
X036,Exposicion a fuego controlado en lugar que no es edificio u otra construccion: area industrial y de la construccion
X037,Exposicion a fuego controlado en lugar que no es edificio u otra construccion: granja
X038,Exposicion a fuego controlado en lugar que no es edificio u otra construccion: otro lugar especificado
X039,Exposicion a fuego controlado en lugar que no es edificio u otra construccion: lugar no especificado
X040,Exposicion a ignicion de material altamente inflamable: vivienda
X041,Exposicion a ignicion de material altamente inflamable: institucion residencial
X042,"Exposicion a ignicion de material altamente inflamable: escuelas, otras instituciones y areas administrativas publicas"
X043,Exposicion a ignicion de material altamente inflamable: areas de deporte y atletismo
X044,Exposicion a ignicion de material altamente inflamable: calles y carreteras
X045,Exposicion a ignicion de material altamente inflamable: comercio y areas de servicio
X046,Exposicion a ignicion de material altamente inflamable: area industrial y de la construccion
X047,Exposicion a ignicion de material altamente inflamable: granja
X048,Exposicion a ignicion de material altamente inflamable: otro lugar especificado
X049,Exposicion a ignicion de material altamente inflamable: lugar no especificado
X050,Exposicion a ignicion o fusion de ropas de dormir: vivienda
X051,Exposicion a ignicion o fusion de ropas de dormir: institucion residencial
X052,"Exposicion a ignicion o fusion de ropas de dormir: escuelas, otras instituciones y areas administrativas publicas"
X053,Exposicion a ignicion o fusion de ropas de dormir: areas de deporte y atletismo
X054,Exposicion a ignicion o fusion de ropas de dormir: calles y carreteras
X055,Exposicion a ignicion o fusion de ropas de dormir: comercio y area de servicios
X056,Exposicion a ignicion o fusion de ropas de dormir: area industrial y de la construccion
X057,Exposicion a ignicion o fusion de ropas de dormir: granja
X058,Exposicion a ignicion o fusion de ropas de dormir: otro lugar especificado
X059,Exposicion a ignicion o fusion de ropas de dormir: lugar no especificado
X060,Exposicion a ignicion o fusion de otras ropas y accesorios: vivienda
X061,Exposicion a ignicion o fusion de otras ropas y accesorios: institucion residencial
X062,"Exposicion a ignicion o fusion de otras ropas y accesorios: escuelas, otras instituciones y areas administrativas publicas"
X063,Exposicion a ignicion o fusion de otras ropas y accesorios: areas de deporte y atletismo
X064,Exposicion a ignicion o fusion de otras ropas y accesorios: calles y carreteras
X065,Exposicion a ignicion o fusion de otras ropas y accesorios: comercio y areas de servicio
X066,Exposicion a ignicion o fusion de otras ropas y accesorios: area industrial y de la construccion
X067,Exposicion a ignicion o fusion de otras ropas y accesorios: granja
X068,Exposicion a ignicion o fusion de otras ropas y accesorios: otro lugar especificado
X069,Exposicion a ignicion o fusion de otras ropas y accesorios: lugar no especificado
X080,"Exposicion a otros humos, fuegos o llamas especificados: vivienda"
X081,"Exposicion a otros humos, fuegos o llamas especificados: institucion residencial"
X082,"Exposicion a otros humos, fuegos o llamas especificados: escuelas, otras instituciones y areas administrativas publicas"
X083,"Exposicion a otros humos, fuegos o llamas especificados: areas de deporte y atletismo"
X084,"Exposicion a otros humos, fuegos o llamas especificados: calles y carreteras"
X085,"Exposicion a otros humos, fuegos o llamas especificados: comercio y areas de servicio"
X086,"Exposicion a otros humos, fuegos o llamas especificados: area industrial y de la construccion"
X087,"Exposicion a otros humos, fuegos o llamas especificados: granja"
X088,"Exposicion a otros humos, fuegos o llamas especificados: otro lugar especificado"
X089,"Exposicion a otros humos, fuegos o llamas especificados: lugar no especificado"
X090,"Exposicion a humos, fuegos o llamas no especificados: vivienda"
X091,"Exposicion a humos, fuegos o llamas no especificados: institucion residencial"
X092,"Exposicion a humos, fuegos o llamas no especificados: escuelas, otras instituciones y areas administrativas publicas"
X093,"Exposicion a humos, fuegos o llamas no especificados: areas de deporte y atletismo"
X094,"Exposicion a humos, fuegos o llamas no especificados: calles y carreteras"
X095,"Exposicion a humos, fuegos o llamas no especificados: comercio y areas de servicio"
X096,"Exposicion a humos, fuegos o llamas no especificados: area industrial y de la construccion"
X097,"Exposicion a humos, fuegos o llamas no especificados: granja"
X098,"Exposicion a humos, fuegos o llamas no especificados: otro lugar especificado"
X099,"Exposicion a humos, fuegos o llamas no especificados: lugar no especificado"
X100,"Contacto con bebidas, alimentos, grasas y aceites para cocinar, calientes: vivienda"
X101,"Contacto con bebidas, alimentos, grasas y aceites para cocinar, calientes: institucion residencial"
X102,"Contacto con bebidas, alimentos, grasas y aceites para cocinar, calientes: escuelas, otras instituciones y areas administrativas publicas"
X103,"Contacto con bebidas, alimentos, grasas y aceites para cocinar, calientes: areas de deporte y atletismo"
X104,"Contacto con bebidas, alimentos, grasas y aceites para cocinar, calientes: calles y carreteras"
X105,"Contacto con bebidas, alimentos, grasas y aceites para cocinar, calientes: comercio y areas de servicio"
X106,"Contacto con bebidas, alimentos, grasas y aceites para cocinar, calientes: area industrial y de la construccion"
X107,"Contacto con bebidas, alimentos, grasas y aceites para cocinar, calientes: granja"
X108,"Contacto con bebidas, alimentos, grasas y aceites para cocinar, calientes: otro lugar especificado"
X109,"Contacto con bebidas, alimentos, grasas y aceites para cocinar, calientes: lugar no especificado"
X110,Contacto con agua caliente corriente: vivienda
X111,Contacto con agua caliente corriente: institucion residencial
X112,"Contacto con agua caliente corriente: escuelas, otras instituciones y areas administrativas publicas"
X113,Contacto con agua caliente corriente: areas de deporte y atletismo
X114,Contacto con agua caliente corriente: calles y carreteras
X115,Contacto con agua caliente corriente: comercio y areas de servicio
X116,Contacto con agua caliente corriente: area industrial y de la construccion
X117,Contacto con agua caliente corriente: granja
X118,Contacto con agua caliente corriente: otro lugar especificado
X119,Contacto con agua caliente corriente: lugar no especificado
X120,Contacto con otros liquidos calientes: vivienda
X121,Contacto con otros liquidos calientes: institucion residencial
